0.00484132	0.240842	0.203226	0.225445	0.37687	0.111438	0.404827	0.913463	0.440639	0.101641	0.510867	0.828344	0.853606	0.884574	0.608509	0.66822	0.577895	0.0278323	0.183229	0.285479	0.941362	0.107786	0.0354349	0.681308	0.869677	0.130719	0.894431	0.872016	0.57857	0.908241
0.00928413	0.812736	0.618204	0.627667	0.417133	0.0923659	0.235121	0.130898	0.100585	0.285502	0.168817	0.646072	0.653864	0.287327	0.0329115	0.984008	0.247859	0.975983	0.0409118	0.254726	0.987272	0.595455	0.364887	0.612369	0.917654	0.853847	0.145755	0.689945	0.259819	0.703678
0.0192825	0.756368	0.774367	0.936221	0.109664	0.231956	0.496173	0.68889	0.541441	0.499154	0.270834	0.909827	0.98296	0.542205	0.0908429	0.928055	0.516701	0.408221	0.391591	0.610263	0.754214	0.507498	0.0271237	0.588599	0.67543	0.239579	0.535189	0.924824	0.932416	0.0868046
0.0220918	0.201155	0.516768	0.489446	0.270276	0.644526	0.161533	0.114537	0.162621	0.813539	0.642857	0.217336	0.944903	0.827822	0.319869	0.235384	0.818215	0.752174	0.378881	0.320614	0.06245	0.506385	0.316219	0.874619	0.42546	0.47897	0.45295	0.607446	0.568897	0.530891
0.0321153	0.922722	0.771117	0.539779	0.0665032	0.363947	0.727976	0.995796	0.467443	0.0613353	0.324364	0.0928105	0.553065	0.942338	0.787715	0.974657	0.312214	0.676466	0.252971	0.7444	0.0230991	0.585951	0.0731947	0.992252	0.113715	0.681329	0.690454	0.0247942	0.893977	0.709688
0.0385181	0.535626	0.02249	0.134555	0.297032	0.138255	0.431821	0.263981	0.130539	0.34809	0.244788	0.488909	0.696204	0.818526	0.827892	0.795937	0.359948	0.301328	0.318746	0.114355	0.460741	0.445263	0.22806	0.345812	0.402599	0.494506	0.887241	0.712251	0.88805	0.246498
0.045029	0.541637	0.113944	0.208004	0.660812	0.592285	0.699639	0.723301	0.671634	0.522779	0.315198	0.313287	0.209569	0.128047	0.815613	0.937779	0.688477	0.271485	0.532103	0.847029	0.801021	0.119976	0.846961	0.918617	0.276716	0.101296	0.9835	0.861793	0.495894	0.961842
0.050529	0.469	0.5453	0.123789	0.259922	0.67635	0.46583	0.306064	0.461607	0.733137	0.0419592	0.89025	0.751709	0.199823	0.417712	0.724913	0.17347	0.337513	0.255046	0.902859	0.731817	0.162797	0.00334258	0.0599443	0.471106	0.970552	0.936569	0.905829	0.266473	0.665534
0.0560233	0.887486	0.314324	0.318389	0.276355	0.260107	0.273032	0.525299	0.022667	0.401877	0.875762	0.254072	0.741495	0.71623	0.14116	0.135525	0.523055	0.862748	0.625359	0.534239	0.281323	0.765967	0.519398	0.491544	0.268648	0.458414	0.434518	0.678213	0.925618	0.677786
0.0601417	0.601236	0.980257	0.626181	0.222851	0.682148	0.11419	0.636412	0.310467	0.560177	0.975515	0.878927	0.673669	0.731769	0.0679468	0.166618	0.232747	0.490807	0.192968	0.153472	0.911002	0.742469	0.346248	0.665277	0.572926	0.453074	0.986983	0.452106	0.0833475	0.387647
0.0667918	0.97166	0.425957	0.710884	0.249784	0.917281	0.812262	0.490068	0.0687112	0.627469	0.760568	0.376692	0.50545	0.644956	0.192778	0.0480545	0.53017	0.187226	0.889756	0.333385	0.0999758	0.737647	0.965047	0.0990921	0.161677	0.361279	0.0214276	0.70348	0.802448	0.396691
0.0797772	0.166115	0.412796	0.345472	0.499371	0.143017	0.289453	0.861234	0.245349	0.717086	0.993052	0.390456	0.561557	0.860421	0.321723	0.748212	0.635712	0.941078	0.136484	0.412586	0.993486	0.29964	0.0890943	0.779851	0.244621	0.54924	0.0450572	0.942283	0.710008	0.159133
0.0861113	0.189127	0.136012	0.0697145	0.545475	0.959208	0.443739	0.65231	0.752858	0.0481179	0.334225	0.186795	0.126703	0.611364	0.478335	0.821247	0.219042	0.566829	0.875959	0.85577	0.600735	0.682082	0.21444	0.741287	0.0289817	0.138215	0.56178	0.502246	0.778578	0.00817933
0.0877079	0.489364	0.270151	0.657532	0.698232	0.387474	0.862986	0.628089	0.146076	0.0763437	0.411582	0.562685	0.835758	0.0507142	0.71225	0.414012	0.763238	0.0112156	0.594127	0.931701	0.233194	0.88871	0.107014	0.328353	0.412103	0.168448	0.998704	0.0468291	0.20256	0.497612
0.097597	0.963463	0.00498522	0.362842	0.217096	0.419856	0.818214	0.508833	0.0402515	0.602183	0.388023	0.521333	0.397262	0.0549311	0.7405	0.465484	0.0918151	0.780248	0.627818	0.589301	0.204887	0.873576	0.434702	0.391445	0.720847	0.889754	0.176854	0.779658	0.404412	0.0283143
0.103937	0.692668	0.477189	0.408176	0.246254	0.161157	0.179007	0.555587	0.224806	0.31953	0.90051	0.53788	0.0418177	0.568088	0.340293	0.425817	0.910579	0.414738	0.294374	0.340013	0.558612	0.393654	0.600204	0.468123	0.216278	0.294742	0.498584	0.346984	0.517055	0.0607227
0.106784	0.148809	0.321466	0.152724	0.958848	0.847985	0.734027	0.85457	0.507483	0.683394	0.96893	0.859823	0.681121	0.879625	0.988401	0.953059	0.47178	0.755059	0.174984	0.58543	0.0311224	0.591784	0.10269	0.124653	0.493229	0.844514	0.906441	0.472876	0.117163	0.999698
0.117097	0.322228	0.941524	0.392837	0.330443	0.022322	0.40968	0.518364	0.00657861	0.460707	0.0785209	0.67647	0.963428	0.371493	0.463634	0.399462	0.501945	0.578796	0.548862	0.228725	0.749645	0.246681	0.0741293	0.130585	0.465727	0.247008	0.186034	0.826228	0.601564	0.968493
